index,variant,atypicality-group-ratio-own_group_k_15,atypicality-group-ratio-own_group_k_15_std,atypicality-group-ratio_k_15,atypicality-group-ratio_k_15_std,atypicality-individual_diversity_content-own_group_k_15,atypicality-individual_diversity_content-own_group_k_15_std,atypicality-individual_diversity_content_k_15,atypicality-individual_diversity_content_k_15_std,atypicality-individual_diversity_political-own_group_k_15,atypicality-individual_diversity_political-own_group_k_15_std,atypicality-individual_diversity_political_k_15,atypicality-individual_diversity_political_k_15_std,clustering-coefficient_k_15,clustering-coefficient_k_15_std,community-coverage-political_k_15,community-coverage-political_k_15_std,community-coverage-structural_k_15,community-coverage-structural_k_15_std,expected-popularity-complement_k_15,expected-popularity-complement_k_15_std,group-ratio-same_k_15,group-ratio-same_k_15_std,individual-diversity-community_political_k_15,individual-diversity-community_political_k_15_std,individual-diversity-community_structural_k_15,individual-diversity-community_structural_k_15_std,individual-diversity-content_k_15,individual-diversity-content_k_15_std,individual-novelty-community_political_k_15,individual-novelty-community_political_k_15_std,individual-novelty-community_structural_k_15,individual-novelty-community_structural_k_15_std,individual-novelty-content_k_15,individual-novelty-content_k_15_std,inflated_diversity-group_ratio_k_15,inflated_diversity-group_ratio_k_15_std,inflated_diversity-individual_diversity_content_k_15,inflated_diversity-individual_diversity_content_k_15_std,metric-ratio-difference_ground-group-ratio_k_15,metric-ratio-difference_ground-group-ratio_k_15_std,metric-ratio-difference_ground-individual-diversity-content_k_15,metric-ratio-difference_ground-individual-diversity-content_k_15_std,metric-ratio-difference_ground-individual-diversity-political_k_15,metric-ratio-difference_ground-individual-diversity-political_k_15_std,metric-ratio-difference_train-group-ratio_k_15,metric-ratio-difference_train-group-ratio_k_15_std,metric-ratio-difference_train-individual-diversity-content_k_15,metric-ratio-difference_train-individual-diversity-content_k_15_std,metric-ratio-difference_train-individual-diversity-political_k_15,metric-ratio-difference_train-individual-diversity-political_k_15_std,calibration-group_ratio_k_15,calibration-group_ratio_k_15_std,calibration-individual_diversity_content_k_15,calibration-individual_diversity_content_k_15_std,calibration-individual_diversity_political_k_15,calibration-individual_diversity_political_k_15_std,ndcg-k-user_k_15,ndcg-k-user_k_15_std,popularity-bias_k_15,popularity-bias_k_15_std,precision-k-user_k_15,precision-k-user_k_15_std
ground_truth_0,all,0.1143470006917117,0.12202584821743623,0.14393672477483,0.12954102980044252,0.17245530929283998,0.17271710066064,0.17479600379970872,0.1760200392921939,0.20015706482101336,0.17886985539438052,0.20121926466227044,0.1803122396325762,0.09012716778339755,0.057056741205737185,0.8412822517591869,0.2378178987775383,0.023668537000414245,0.012746794279318477,0.9546097241996594,0.02400286381384689,0.570950158554405,0.3834775494827059,0.18385121426884074,0.24465992724749316,0.3328465507102993,0.2222868238169038,0.2075337158734142,0.23323485026915708,0.14310752474213106,0.06112100583867124,0.25906066361733465,0.053621189253982425,0.18433904600645995,0.03611035521973271,0.05601333695667279,0.23186068852880648,0.2637590205132912,0.3110581205037731,0.0,0.0,0.0,0.0,0.0,0.0,-0.007012560668976259,0.3581822156487455,0.534722159755968,1.5155388307600082,0.9734441288270045,2.617106855875427,2.030168012221433,5.408359320559202,0.22204507713148358,1.1933428664578756,0.21673097905112818,1.7692945249085117,0.9579554822753503,0.20077352394558343,0.3911565053217088,0.24149986769336135,1.0,0.0
ground_truth_0,group_0,0.1196424457430048,0.11760875307230746,0.1422510040342748,0.12674976157201398,0.20201612439779357,0.1715317086257991,0.19789064997129985,0.18115041986815159,0.23135643329287423,0.17840257697956857,0.22886715562276314,0.18310383965534546,0.08899655691678006,0.05233080529390699,0.8097768331562167,0.24721868417082046,0.024012314809026918,0.012802290882329122,0.9534291537284054,0.024001616311089297,0.6660174355467916,0.3806781261937662,0.17808025407563233,0.25591437403745454,0.34655859403829337,0.23023289390035373,0.21350065045271932,0.24375445303258836,0.12564251924549152,0.055618169586739735,0.2653252320852418,0.05233709183385954,0.1839014606623407,0.037908109891754284,0.04509818583862792,0.23227066327024293,0.31454401308968105,0.3184352667207543,0.0,0.0,0.0,0.0,0.0,0.0,-0.026789471180132418,0.225009679068506,0.5830885099815951,1.5642340373838872,1.1444613202967615,2.8231916091158182,1.9420194656811327,5.119416244312665,0.27141675553261646,1.330725088311925,0.2682654076309509,2.0577979449832933,0.9526493799323562,0.21250753261688288,0.40828857972484994,0.2520233903871002,1.0,0.0
ground_truth_0,group_1,0.09953474165672428,0.1326357222151646,0.1486519719406289,0.1370925398768647,0.08976868968322806,0.14745030128593872,0.11019635672539814,0.14228320732820038,0.11288713319925142,0.14891103892687466,0.1238834187208967,0.14700031271359443,0.09328967836785113,0.06854032316219497,0.9289940828402367,0.1830815840922457,0.02271145144448318,0.012560224237886894,0.9578964603341278,0.023733682624915448,0.30503084130683406,0.23911339660908756,0.1999935699036175,0.20943520819850914,0.294671897539759,0.19375686144574178,0.19084318660205585,0.20022800556739137,0.191730513417687,0.0481225482071659,0.2416199567288712,0.05337243534898259,0.18555729396153667,0.030571843830100767,0.08640137601608182,0.22831841281088325,0.12237239916896323,0.23841127164185552,0.0,0.0,0.0,0.0,0.0,0.0,0.04804682628663897,0.584102108925592,0.4000690959621361,1.3640534663211765,0.4973282200310264,1.8529083786775216,2.2755756521457506,6.1432848970471845,0.08459315590229335,0.6597787189873969,0.0732579101351131,0.17850407981082467,0.9723926380368099,0.1640969107882597,0.3434604046904782,0.20225581382640492,1.0,0.0
obamacare_test_recommendations_VAE-30000_0,all,0.07317701602417692,0.07905176839281862,0.07801694930791302,0.07773667491125838,0.16111547295183842,0.17128311275006625,0.162503047565311,0.16827002889176843,0.17988826498647534,0.20833872296436262,0.18677090253169948,0.20267750708870463,0.14403894412403023,0.07477365035167369,0.9304143862392494,0.17313025385731626,0.025272501494734492,0.0056353910170921055,0.8963647229242813,0.02580462334577079,0.548819875776394,0.4011072324679651,0.08888970733841592,0.059424590921544194,0.22001609631458907,0.038270250429813524,0.1339670354915913,0.07219594296261754,0.12455661465042278,0.03984299492116578,0.23997411516518063,0.030774667788892512,0.17525893692965097,0.022353943786800563,0.05266595799674045,0.22679805082006788,0.19564957351726714,0.25877010737055967,-0.08217359082378176,0.41602714906284843,120890.8609803569,1650019.5975726761,-0.09288810901347458,1.5625292838128724,-0.11167133925491829,0.32986834314806385,-0.027728092080819066,0.17660117322515878,-0.0786379784467633,0.3977147032468465,0.8201129768784002,2.6556224996893927,0.4227527249460566,1.607952072146723,0.4601493280449436,2.723994575966131,0.3816522617111018,0.31587052808957244,0.9056033359395317,0.21893273172763997,0.1272869429241592,0.16021936883812982
obamacare_test_recommendations_VAE-30000_0,group_0,0.06692990873061246,0.07408793156824459,0.08116251343796507,0.07982888745717986,0.18084413532583318,0.17975683483424243,0.17712369137367817,0.17769860074550312,0.19219841090825676,0.22187097348783605,0.18758713786251477,0.2086920653539205,0.14384767940211238,0.06980330096759098,0.9192348565356004,0.18410753418975528,0.02559854972807434,0.005420951848415818,0.8955038320331061,0.025953607502344277,0.69482855536818,0.3637351854884776,0.0818302111541756,0.05500459571254083,0.22167793872548117,0.03689374179624563,0.13314980666417037,0.07208046837309652,0.10881980762213425,0.02849972719446295,0.24353196682219927,0.030109038731869948,0.1742009927866049,0.022083333052096893,-0.007988269424803513,0.2085001583643813,0.22543437748048312,0.27013222682887084,0.0692848339897198,0.3087113799911623,145740.18539522687,1837164.9295220652,-0.028855758475746913,1.7951573928543867,0.022298843378636173,0.14263161685229656,-0.027973808796559183,0.17376396394828317,-0.0249525755251654,0.42087671860901704,0.6104078902019217,1.588913159645693,0.5326832904524288,1.826242593345943,0.3826770863279924,2.397508675425624,0.3731263358343569,0.31311720297064816,0.9132837407013782,0.21820121582521085,0.12447750619907921,0.16035414889905655
obamacare_test_recommendations_VAE-30000_0,group_1,0.09065123595381544,0.08931960331016786,0.06921827228375939,0.07091133389101492,0.10593105414156144,0.13011653351537047,0.1216066240824725,0.13026021853570505,0.14545469644111456,0.15995388403892896,0.1844877537054112,0.18503216819476653,0.1445739440301496,0.0872755442435046,0.9615384615384616,0.13343220864045788,0.024364775495997255,0.006110797419072525,0.8987614635414274,0.025268849546626348,0.14040880503144676,0.11989944375432077,0.10863631694810712,0.06652774313040678,0.2153894877091165,0.04157368382741162,0.13625296329659392,0.07255438160607627,0.16836825788598397,0.03373247412554484,0.23006897194253476,0.03048248164744229,0.17820427846399003,0.022866955835207488,0.2215287627413349,0.1869093859986815,0.1127279743179,0.20254597716168038,-0.540024960260006,0.35970421202084113,51709.753659668735,950674.3475580926,-0.2710318424497798,0.4778074807360637,-0.4846474985986301,0.4077562281571156,-0.027044010928418297,0.18453354474643385,-0.22809941084091598,0.2744222038139424,1.4039369016197174,4.386086532921403,0.11670342866943909,0.6119444703684445,0.6758338826474606,3.4702682279017476,0.4048501029769675,0.3225897937121417,0.8842209072978315,0.2198691301774242,0.13510848126232766,0.15982022355746142
obamacare_test_recommendations_content-in-emb_0,all,0.11515095919889295,0.11157752651675812,0.1367883437035177,0.13061157099346393,0.16218102160410441,0.19480833021297084,0.1600975611073617,0.1917184161710302,0.21009429175314506,0.22440188674991432,0.20569182570386157,0.2110877349647614,0.09524627296998928,0.06449474942965804,0.8002345582486318,0.30605512819833597,0.019149841328243915,0.009906548860112217,0.9088861412642697,0.24465793388745713,0.5561490683229795,0.4049293259266411,0.08773666761641465,0.07718095686600576,0.2059571476666879,0.08756117323265115,0.12102070190680167,0.0800756654810836,0.12226290662665332,0.06149687130678878,0.23464452985997017,0.08142373332212446,0.1669183164239218,0.05438257261596007,0.04941817456921417,0.22763169113636705,0.23116053180651416,0.2960641066101761,0.07060036253036063,0.5274188979903176,108653.87147142216,1508693.917771007,-0.05866032078439282,1.4220793751186853,0.04632401849726738,0.3996237797197586,-0.059544202966030364,0.2118732347826496,-0.04500517572190157,0.5185515082059934,1.0983178202949155,2.5240316867187835,0.12961690970744244,0.7091679990195322,0.15222634530942294,1.068024224842902,0.1556593699715237,0.261877108712062,0.1807140995569451,0.21127136041761754,0.03935366171488162,0.08425561172225274
obamacare_test_recommendations_content-in-emb_0,group_0,0.10856951708490702,0.10390520126297113,0.13301101496684892,0.12064548190658855,0.19680525712297653,0.20672746492228067,0.19193253148875164,0.2040346631867705,0.2472790438088484,0.2406196598380285,0.23836620232604483,0.22499070536612925,0.09436243856786801,0.05945046627542925,0.7640807651434643,0.30705521345248526,0.019292679877477206,0.009931327266509003,0.9110293024903409,0.23846346225238066,0.6435637998875763,0.40395870814455853,0.07560546340534974,0.06609001870547718,0.204849350877718,0.08560277729277699,0.1195302315412313,0.07863721614353913,0.10446212222599888,0.04741967835641521,0.2362911432142926,0.07860629036823363,0.1657366075565329,0.05234785631373371,0.027606048260806572,0.23642875973072205,0.289765772165877,0.3100386553580001,0.04530763949521698,0.3101340001998483,129646.44813794193,1669563.6358807674,-0.03968329331474385,1.6255177983269222,0.004726481744808242,0.18297535244692223,-0.06698187125283422,0.21292222361101312,-0.031046308783322568,0.5688544441946165,1.169622587905226,2.00334322572061,0.13496612652925244,0.6865691567019269,0.1708692611256467,1.2411204816657022,0.15392264494347555,0.26124752132453394,0.19922068721218525,0.2204537702982727,0.03896563939071912,0.08534545223747961
obamacare_test_recommendations_content-in-emb_0,group_1,0.13356037039509142,0.12903207545173784,0.14735417361316644,0.15479889751704448,0.06533115527065567,0.10894575084042497,0.07104974301224719,0.11134808103032401,0.10608222586148727,0.12094273047843919,0.11429604581256705,0.12772108071725613,0.09771850787780936,0.07689328820175162,0.900887573964497,0.2800473345312781,0.01875217542638362,0.009840947941704675,0.9029195296851823,0.2614079791624617,0.31163522012578615,0.2918935383439107,0.12166970581057249,0.09410456014345595,0.20904128014722254,0.09285831240070952,0.125189800618044,0.08392368460541051,0.17182071171841667,0.06871483968325587,0.23006031930843993,0.08876082510019305,0.17020822188017307,0.059642522979565724,0.11014365047516561,0.1885627360714955,0.06800215553976864,0.16732765229098254,0.14705902036118848,0.9069900451818582,50210.04116611102,923102.3026384781,-0.11145611064025206,0.5443940573190643,0.16213254537319655,0.7028195915979621,-0.038837558416082635,0.20783655555155972,-0.08386699166628875,0.339204825283242,0.8998036595810069,3.5932327026922475,0.1147245634668416,0.7694738652039412,0.10032402642461125,0.15964334323392929,0.16038475371348274,0.26392777502249504,0.12919132149901394,0.1734692940965572,0.040433925049309635,0.08125829429664166
obamacare_test_recommendations_content-own-emb_0,all,0.10137507724375253,0.10138787251427513,0.10922519627851426,0.11098541533086069,0.14937764575498996,0.14407087255073034,0.1531033073781577,0.13748329986630095,0.15421430979257839,0.16616890467729126,0.15378367791569555,0.16387587186601568,0.1262073741124468,0.06613274029683343,0.9585613760750586,0.13790221562228638,0.02156441153474729,0.0064788671497739555,0.9650965769850063,0.009634645734676315,0.5379296066252569,0.34146431609425454,0.08289940599716841,0.0556485456552621,0.2010779041247817,0.05870301952693269,0.05140550124719276,0.03122371120251419,0.12614315944500976,0.03807173228788391,0.24546099839609947,0.04206869933563231,0.1576059104925705,0.026440920231504433,-0.09720369208015703,0.2360149295832029,0.10290788562659559,0.23675950022984857,0.0006352598055569528,0.5128192608387647,51247.43120267471,751661.5817992071,-0.11744803945347254,1.4010106940930143,-0.015641554274684916,0.4089098582940006,-0.629808582784745,0.09695624444330658,-0.12685142535427749,0.4430868333626818,0.47505566821945283,1.904579666877312,0.13974657260951326,0.6815093195348538,0.15238804259019034,0.6337962627468445,0.05745851090673362,0.17674439093098382,0.32520198071409745,0.19877010672900322,0.009955694553036212,0.03390110788748837
